url,createdAt,id,isReply,inReplyToId,isRetweet,isQuote,viewCount,retweetCount,likeCount,replyCount,lang,author__createdAt,author__location,author__followers,author__verified,text
https://x.com/HerbertEsmahan/status/1799533895630655959,2024-06-08 20:08:09+00:00,1799533895630655959,True,1799415711346929732,False,False,4618,9,141,1,en,2021-02-03 02:58:21+00:00,El Salvador,20918,True,"@FoxNews @nayibbukele President @nayibbukele, through the grace of God, saved El Salvador! ğŸ‡¸ğŸ‡»"
https://x.com/CitizenCallerUS/status/1799416514732564840,2024-06-08 12:21:43+00:00,1799416514732564840,True,1799415711346929732,False,False,2975,2,30,2,en,2023-09-01 19:49:37+00:00,"Texas, USA",1192,True,"@FoxNews What's the philosophy behind this amazing turn around? Surely it's DEI or CRT or some kind of Woke stuff right?

Not a chance, it's just plain old common sense."
https://x.com/aradjkoemar/status/1799538546493083889,2024-06-08 20:26:37+00:00,1799538546493083889,True,1799415711346929732,False,False,898,0,12,0,en,2009-03-26 21:38:08+00:00,Suriname,94,True,@FoxNews @nayibbukele The man with balls of steel
https://x.com/BiologicalWoma2/status/1799417233224986797,2024-06-08 12:24:34+00:00,1799417233224986797,True,1799415711346929732,False,False,1597,2,32,1,en,2021-06-01 18:05:40+00:00,"Florida, USA",70810,True,@FoxNews We need more leaders like Bukele ğŸ‘ğŸ½
https://x.com/StandUnited76/status/1799415831136550937,2024-06-08 12:19:00+00:00,1799415831136550937,True,1799415711346929732,False,False,2182,0,5,12,en,2022-04-27 14:30:03+00:00,"Arizona, USA",3317,True,@FoxNews good letâ€™s send our illegals there!
https://x.com/PaoMarrohs/status/1799534180155482202,2024-06-08 20:09:16+00:00,1799534180155482202,True,1799415711346929732,False,False,1189,0,8,0,qme,2012-05-23 08:14:46+00:00,El Salvador,10076,True,@FoxNews ğŸ˜ğŸ‡¸ğŸ‡»ğŸ™ŒğŸ»
https://x.com/Yazcklin/status/1799556919398425003,2024-06-08 21:39:38+00:00,1799556919398425003,True,1799415711346929732,False,False,459,1,5,0,qme,2011-04-17 05:17:37+00:00,El Salvador,23184,True,@FoxNews @nayibbukele ğŸ‡¸ğŸ‡»ğŸ’ª
https://x.com/MrElegantesv/status/1799551173986238666,2024-06-08 21:16:48+00:00,1799551173986238666,True,1799415711346929732,False,False,598,0,3,0,qme,2019-06-10 20:23:46+00:00,Te Sigue,46626,True,@FoxNews ğŸ‡¸ğŸ‡»
https://x.com/ChandanaJac/status/1799415857334063279,2024-06-08 12:19:06+00:00,1799415857334063279,True,1799415711346929732,False,True,2087,0,1,0,en,2023-11-20 20:06:31+00:00,,579,True,"@FoxNews He the best, unlike the puppetmasterğŸ˜"
https://x.com/SpaydiParodia/status/1799579807157551319,2024-06-08 23:10:35+00:00,1799579807157551319,True,1799415711346929732,False,False,310,0,4,0,en,2022-07-20 05:47:50+00:00,"Tampa, FL",13927,True,@FoxNews Facts. https://t.co/gK0bJbaaFm
https://x.com/riyaz25161/status/1799417601443201318,2024-06-08 12:26:02+00:00,1799417601443201318,True,1799415711346929732,False,False,952,0,2,0,en,2023-11-04 15:56:55+00:00,Qatar,3177,True,@FoxNews Hope bukele is good leader
https://x.com/MelomanoSD/status/1799543744410378359,2024-06-08 20:47:17+00:00,1799543744410378359,True,1799415711346929732,False,False,453,0,0,0,en,2009-11-25 17:44:49+00:00,San Diego,239,True,@FoxNews @nayibbukele An article written full of entire paragraph quotes ğŸ¤£
https://x.com/jimomics/status/1799415932173140135,2024-06-08 12:19:24+00:00,1799415932173140135,True,1799415711346929732,False,False,812,0,0,2,en,2016-08-09 16:57:44+00:00,,15647,True,@FoxNews Just if Biden did 1/10th of this...
https://x.com/bankoftime01/status/1799415790636294438,2024-06-08 12:18:50+00:00,1799415790636294438,True,1799415711346929732,False,True,1033,0,0,0,qme,2023-11-07 11:35:32+00:00,,929,True,@FoxNews ğŸ‘‡ğŸ‘‡ğŸš¨ğŸš¨
https://x.com/PortoG1937/status/1799416603173364150,2024-06-08 12:22:04+00:00,1799416603173364150,True,1799415711346929732,False,False,541,0,0,2,en,2022-08-10 13:49:55+00:00,,636,False,"@FoxNews The population of ES is approx 6 Mio

It is a developing nation 

Why would anyone want to migrate there?"
https://x.com/SteveAn07575136/status/1799421077325852757,2024-06-08 12:39:51+00:00,1799421077325852757,True,1799415711346929732,False,False,248,0,0,1,en,2021-12-14 03:08:58+00:00,,203,False,@FoxNews They are all in the US now.
https://x.com/auvi_lu/status/1799665453704613979,2024-06-09 04:50:54+00:00,1799665453704613979,True,1799415711346929732,False,False,41,0,0,1,en,2016-03-25 03:26:05+00:00,,4370,False,"@FoxNews Yeah the dictator is great for the moment, until he isnt."
https://x.com/Bandit12194161/status/1799609190857490827,2024-06-09 01:07:20+00:00,1799609190857490827,True,1799415711346929732,False,False,38,0,0,0,en,2024-04-26 20:31:34+00:00,,6,False,@FoxNews @nayibbukele The average wage in El Salvador is $300 a month. Cost of living is almost the same if not more expensive than the US
https://x.com/SandraL24469181/status/1799536500855447910,2024-06-08 20:18:30+00:00,1799536500855447910,True,1799415711346929732,False,False,268,0,4,0,en,2022-06-15 21:16:34+00:00,,313,False,"@FoxNews We will continue fighting for our peace and freedom ğŸ™ğŸ¼ 
God bless El Salvador ğŸ‡¸ğŸ‡»"
https://x.com/cx_shop/status/1799535839258788277,2024-06-08 20:15:52+00:00,1799535839258788277,True,1799415711346929732,False,False,252,0,0,0,qme,2009-12-30 03:14:54+00:00,,142,False,@FoxNews ğŸ‘
https://x.com/Izalco257/status/1799557628533600301,2024-06-08 21:42:27+00:00,1799557628533600301,True,1799415711346929732,False,False,139,0,1,0,en,2022-10-09 04:22:26+00:00,,69,False,"@FoxNews When leaders are not corrupt, they are against corruption and do whatever it takes to finish it; at all cost.
There are some leaders that live off corruption, that is why they don't do anything to stop it.

And the most important point is they are against the will of God."
https://x.com/carlostejada035/status/1799537452719145364,2024-06-08 20:22:17+00:00,1799537452719145364,True,1799415711346929732,False,False,233,0,1,0,en,2016-05-08 18:48:26+00:00,"San Salvador, El Salvador",661,False,@FoxNews He has data to back it up! Safest country in the Americas!
https://x.com/nolathoth/status/1799556598802862131,2024-06-08 21:38:21+00:00,1799556598802862131,True,1799415711346929732,False,False,122,0,2,0,en,2013-09-19 07:34:59+00:00,Ouray Colorado ,88,False,@FoxNews It is truly incredible what this man has done in a few short years!
https://x.com/Vianney41603586/status/1799533953591755117,2024-06-08 20:08:22+00:00,1799533953591755117,True,1799415711346929732,False,False,259,0,0,0,qme,2021-10-18 04:55:33+00:00,,33,False,@FoxNews @nayibbukele ğŸ‘ğŸ‘ğŸ™ğŸ»ğŸ‘ğŸ‘
https://x.com/EvelynC724698/status/1799541238447948050,2024-06-08 20:37:19+00:00,1799541238447948050,True,1799415711346929732,False,False,188,0,3,0,en,2022-06-08 21:36:32+00:00,,162,False,@FoxNews @waraujo64 The BEST PRESIDENT in the world.  Other presidents should follow  his lead and start protecting their citizens from criminals.
https://x.com/Adub82UT/status/1799431150315958371,2024-06-08 13:19:52+00:00,1799431150315958371,True,1799415711346929732,False,False,237,0,2,0,en,2022-10-31 02:51:32+00:00,,27,False,"@FoxNews He brings God in, America is trying to take God out..ğŸ§"
https://x.com/janainajaja_7/status/1799416463675310481,2024-06-08 12:21:31+00:00,1799416463675310481,True,1799415711346929732,False,False,218,0,0,0,und,2013-05-31 17:13:17+00:00,Aqui Ã³,15,False,"@FoxNews yay

https://t.co/1iZWuz8Sep"
https://x.com/apmoore1234/status/1799426430260162662,2024-06-08 13:01:07+00:00,1799426430260162662,True,1799415711346929732,False,False,248,0,1,1,en,2022-11-14 13:26:48+00:00,,130,False,@FoxNews A lot of these countries are doing better because theyâ€™ve sent all their prisoners and criminals to America
https://x.com/lwrnjej/status/1799536830125093273,2024-06-08 20:19:48+00:00,1799536830125093273,True,1799415711346929732,False,False,142,0,1,0,en,2021-11-07 12:44:43+00:00,,276,False,@FoxNews @stacyherbert Wish the USA had a present like Bukele
https://x.com/PhuongVannareth/status/1799418041165623613,2024-06-08 12:27:47+00:00,1799418041165623613,True,1799415711346929732,False,False,191,0,0,0,qme,2021-12-22 23:47:09+00:00,,136,False,@FoxNews ğŸ™„ğŸ˜ğŸ˜˜ğŸ¥° https://t.co/qVXvdnszjs
https://x.com/ReinaRomero79/status/1799548028157599987,2024-06-08 21:04:18+00:00,1799548028157599987,True,1799415711346929732,False,False,151,0,2,0,qme,2010-01-03 20:11:24+00:00,,976,False,@FoxNews â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸â¤ï¸ https://t.co/gO2s5xkI6j
https://x.com/Santiagosioso/status/1799540084267426010,2024-06-08 20:32:44+00:00,1799540084267426010,True,1799415711346929732,False,False,187,0,0,0,qme,2017-10-15 03:38:51+00:00,"Sonsonate, El Salvador",2392,False,@FoxNews ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘
https://x.com/uziel_Mazai/status/1799561018453938608,2024-06-08 21:55:55+00:00,1799561018453938608,True,1799415711346929732,False,False,48,0,0,0,ht,2022-07-28 04:00:39+00:00,universo C-137,407,False,@FoxNews Grande Nayib ğŸ‘â¤ï¸â¤ï¸â¤ï¸
https://x.com/BenedinD/status/1799544817900208361,2024-06-08 20:51:33+00:00,1799544817900208361,True,1799415711346929732,False,False,179,1,8,0,et,2023-10-12 23:03:28+00:00,,262,False,@FoxNews Bukele ğŸ˜ğŸ˜ğŸ˜ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡»ğŸ‡¸ğŸ‡» https://t.co/MSjDE9xByt
https://x.com/b658842c5ab4475/status/1799419293076987924,2024-06-08 12:32:45+00:00,1799419293076987924,True,1799415711346929732,False,False,223,0,1,0,en,2016-09-05 00:09:02+00:00,New York/New Jersey,169,False,"@FoxNews How he did ? Bukele summoned The legislative Assembly to 
suspend the constitutional guarantees - civil liberties- for 30 days which then it was extended 12 times. Unusual &amp; unconventional but he curved crime . 

Can U.S Congress do such &amp; then challenge at the federal court?"
https://x.com/CBOhio62/status/1799415950569267652,2024-06-08 12:19:28+00:00,1799415950569267652,True,1799415711346929732,False,False,249,0,1,0,en,2014-01-23 17:31:10+00:00,Ohio,2910,False,@FoxNews Theyâ€™ll be in better shape soon especially if Biden installed again.
https://x.com/Patriot1690/status/1799417579486036421,2024-06-08 12:25:57+00:00,1799417579486036421,True,1799415711346929732,False,False,180,0,0,1,en,2009-09-30 03:20:53+00:00,,296,False,@FoxNews Rolf https://t.co/fJygdemihi
https://x.com/Sarcornot/status/1799428980661178868,2024-06-08 13:11:15+00:00,1799428980661178868,True,1799415711346929732,False,False,176,0,1,8,en,2014-03-12 22:01:14+00:00,,1542,False,"@FoxNews He's a dictator! He has arrested and beat protesters. He's arresting ppl who have committed no crimes. Of course,  Fox loves these types of dictators."
